0; 0.56
0.1; 0.582
0.2; 0.60065
0.3; 0.615318
0.4; 0.625376
0.5; 0.630212
0.6; 0.629233
0.7; 0.621864
0.8; 0.60754
0.9; 0.585688
1; 0.555706
1.1; 0.516933
1.2; 0.468609
1.3; 0.40984
1.4; 0.339551
1.5; 0.25645
1.6; 0.158999
1.7; 0.0454184
1.8; -0.0862482
1.9; -0.237947
2; -0.411218
2.1; -0.606465
2.2; -0.821773
2.3; -1.0513
2.4; -1.28371
2.5; -1.50196
2.6; -1.68631
2.7; -1.82114
2.8; -1.90207
2.9; -1.93685
3; -1.93905
3.1; -1.92098
3.2; -1.89094
3.3; -1.85374
3.4; -1.81191
3.5; -1.76672
3.6; -1.71879
3.7; -1.66833
3.8; -1.61539
3.9; -1.55982
4; -1.50143
4.1; -1.43991
4.2; -1.37487
4.3; -1.30584
4.4; -1.23221
4.5; -1.15326
4.6; -1.06809
4.7; -0.975568
4.8; -0.87431
4.9; -0.762568
5; -0.638161
5.1; -0.498371
5.2; -0.339853
5.3; -0.158598
5.4; 0.049943
5.5; 0.290361
5.6; 0.566012
5.7; 0.876369
5.8; 1.21249
5.9; 1.55147
6; 1.85458
6.1; 2.07863
6.2; 2.20269
6.3; 2.24458
6.4; 2.24041
6.5; 2.2163
6.6; 2.18422
6.7; 2.14868
6.8; 2.11127
6.9; 2.07253
7; 2.03263
7.1; 1.9916
7.2; 1.94939
7.3; 1.90592
7.4; 1.86109
7.5; 1.81479
7.6; 1.76687
7.7; 1.71718
7.8; 1.66553
7.9; 1.61171
8; 1.55546
8.1; 1.49648
8.2; 1.43442
8.3; 1.36885
8.4; 1.29928
8.5; 1.22507
8.6; 1.14548
8.7; 1.05958
8.8; 0.966213
8.9; 0.863962
9; 0.751036
9.1; 0.625204
9.2; 0.483688
9.3; 0.323076
9.4; 0.139295
9.5; -0.0722417
9.6; -0.316079
9.7; -0.595336
9.8; -0.908884
9.9; -1.24664
10; -1.58406
10.1; -1.88115
